Time	Lead I	Lead II	Lead III	aVR	aVL	aVF
1.720000	-0.498943	0.314348	0.813291	0.106576	-0.757618	0.651042
1.725000	-0.521989	0.326867	0.848856	0.112654	-0.791458	0.678804
1.730000	-0.540705	0.337072	0.877777	0.117567	-0.818960	0.701393
1.735000	-0.554974	0.344292	0.899266	0.121637	-0.839605	0.717968
1.740000	-0.565963	0.347817	0.913780	0.125947	-0.854330	0.728383
1.745000	-0.575288	0.348015	0.923304	0.131216	-0.865212	0.733996
1.750000	-0.583863	0.345624	0.929487	0.137547	-0.873733	0.736185
1.755000	-0.591174	0.341407	0.932581	0.144203	-0.879740	0.735537
1.760000	-0.595684	0.335832	0.931516	0.150026	-0.881729	0.731703
1.765000	-0.596348	0.328354	0.924702	0.154726	-0.878178	0.723452
1.770000	-0.593532	0.318242	0.911774	0.158938	-0.869089	0.710150
1.775000	-0.588090	0.306374	0.894464	0.162649	-0.855953	0.693303
1.780000	-0.580748	0.294202	0.874950	0.165437	-0.840447	0.675010
1.785000	-0.571575	0.282092	0.853667	0.167133	-0.822863	0.655730
1.790000	-0.559731	0.270788	0.830519	0.166821	-0.802660	0.635839
1.795000	-0.544580	0.261907	0.806487	0.163201	-0.780039	0.616837
1.800000	-0.525564	0.254671	0.780235	0.156400	-0.753903	0.597503
1.805000	-0.502814	0.246145	0.748959	0.148187	-0.722711	0.574523
1.810000	-0.477220	0.235033	0.712253	0.139826	-0.686742	0.546916
1.815000	-0.449745	0.222260	0.672005	0.131338	-0.647643	0.516304
1.820000	-0.420839	0.209482	0.630321	0.122027	-0.606887	0.484860
1.825000	-0.388542	0.197234	0.585775	0.110452	-0.562522	0.452070
1.830000	-0.344368	0.181439	0.525807	0.094067	-0.502395	0.408328
1.835000	-0.280374	0.155117	0.435491	0.072317	-0.413305	0.340988
